gene_id,start,end,gene_length
ENSG00000143341,185734391,186190949,456559
ENSG00000116703,186443566,186461114,17549
ENSG00000264341,5564071,5564143,73
ENSG00000264101,5862672,5862741,70
ENSG00000252404,9082696,9082879,184
ENSG00000243267,10616836,10617115,280
ENSG00000252151,14124233,14124335,103
ENSG00000252969,12221148,12221271,124
ENSG00000252956,9437669,9437778,110
ENSG00000284357,9151668,9151777,110
ENSG00000207237,25964197,25964300,104
ENSG00000252691,26006216,26006299,84
ENSG00000253005,28142737,28142841,105
ENSG00000207941,34669599,34669694,96
ENSG00000199963,38926870,38926977,108
ENSG00000264698,37161563,37161634,72
ENSG00000207328,37203610,37203716,107
ENSG00000207466,38950825,38950925,101
ENSG00000252368,37264677,37264786,110
ENSG00000206779,28422555,28422655,101
ENSG00000200796,38396659,38396765,107
ENSG00000252190,26006006,26006130,125
ENSG00000283724,37480230,37480289,60
ENSG00000284410,43171652,43171712,61
ENSG00000252018,52754322,52754462,141
ENSG00000206627,52805108,52805212,105
ENSG00000283414,43716467,43716556,90
ENSG00000207508,40177843,40177949,107
ENSG00000200171,44153385,44153480,96
ENSG00000207194,50582404,50582511,108
ENSG00000283477,43838622,43838683,62
ENSG00000263675,37500935,37500994,60
ENSG00000238653,64384398,64384459,62
ENSG00000212624,51724775,51724896,122
ENSG00000200575,61816419,61816522,104
ENSG00000212360,61852499,61852602,104
ENSG00000251825,73191604,73191855,252
ENSG00000222624,65415816,65416006,191
ENSG00000223152,66094461,66094546,86
ENSG00000212308,78375164,78375268,105
ENSG00000276081,77060143,77060202,60
ENSG00000239640,52714399,52714695,297
ENSG00000252338,75538015,75538119,105
ENSG00000239319,65761058,65761352,295
ENSG00000251767,77420325,77420386,62
ENSG00000202263,78094807,78094915,109
ENSG00000199318,87453240,87453373,134
ENSG00000199666,90657750,90657964,215
ENSG00000200601,73749517,73749623,107
ENSG00000242482,67656831,67657129,299
ENSG00000201620,85883680,85883798,119
ENSG00000206817,91261625,91261724,100
ENSG00000264963,94150738,94151080,343
ENSG00000198974,40754355,40754446,92
ENSG00000212248,99978939,99979045,107
ENSG00000207962,40757284,40757372,89
ENSG00000207234,88816779,88816885,107
ENSG00000202259,100000637,100000739,103
ENSG00000212459,90253456,90253559,104
ENSG00000263526,94745860,94745900,41
ENSG00000211575,93846832,93846911,80
ENSG00000202254,99791662,99791753,92
ENSG00000201491,99784740,99784885,146
ENSG00000275455,107897223,107897304,82
ENSG00000200800,96225901,96226060,160
ENSG00000252530,101728642,101728737,96
ENSG00000200536,110272484,110272607,124
ENSG00000211543,116671749,116671827,79
ENSG00000252797,89987713,89987944,232
ENSG00000212266,117688621,117688742,122
ENSG00000222209,118264372,118264489,118
ENSG00000277141,117243212,117243508,297
ENSG00000215930,117094643,117094728,86
ENSG00000238761,112371004,112371107,104
ENSG00000222069,103523562,103523879,318
ENSG00000252005,73883714,73883822,109
ENSG00000252510,116962347,116962471,125
ENSG00000252830,143439605,143439714,110
ENSG00000283296,112461770,112461833,64
ENSG00000252717,101859851,101859957,107
ENSG00000277313,120228046,120228295,250
ENSG00000207472,182982212,182982318,107
ENSG00000199849,164351273,164351388,116
ENSG00000212538,163923670,163923873,204
ENSG00000251813,194488103,194488205,103
ENSG00000207108,185630428,185630528,101
ENSG00000202491,200008505,200008607,103
ENSG00000201596,185634073,185634182,110
ENSG00000273629,176217541,176217602,62
ENSG00000201493,218129795,218129952,158
ENSG00000200139,199888159,199888261,103
ENSG00000253025,176243862,176244029,168
ENSG00000201544,212352816,212352950,135
ENSG00000202498,215630026,215630117,92
ENSG00000221545,167998660,167998726,67
ENSG00000252906,175968398,175968540,143
ENSG00000202329,200014689,200014795,107
ENSG00000242794,232222866,232223145,280
ENSG00000283340,170151378,170151462,85
ENSG00000252860,200054061,200054165,105
ENSG00000263390,170151378,170151462,85
ENSG00000207181,235127803,235127937,135
ENSG00000264377,234306467,234306539,73
ENSG00000207149,120126974,120127074,101
ENSG00000284485,209432133,209432242,110
ENSG00000239494,169859756,169860052,297
ENSG00000199442,247997000,247997096,97
ENSG00000239690,234904186,234904488,303
ENSG00000202184,246189014,246189118,105
ENSG00000241395,211792111,211792406,296
ENSG00000200982,248045788,248045889,102
ENSG00000222407,231281414,231281524,111
ENSG00000200495,248912690,248912795,106
ENSG00000202609,177029363,177029445,83
ENSG00000252553,189666149,189666256,108
ENSG00000222240,188155839,188156180,342
ENSG00000212187,212025561,212025682,122
ENSG00000200036,167005959,167006077,119
ENSG00000212610,218541690,218541899,210
ENSG00000200327,163468496,163468605,110
ENSG00000200972,210374154,210374267,114
ENSG00000252011,246833448,246833529,82
ENSG00000207326,246426006,246426119,114
ENSG00000212205,211803017,211803104,88
ENSG00000264358,212077613,212077685,73
ENSG00000212527,163509484,163509595,112
ENSG00000252879,212099521,212099676,156
ENSG00000202264,227561181,227561300,120
ENSG00000285609,182944365,182944490,126
ENSG00000252084,242188647,242188789,143
ENSG00000200085,248029120,248029221,102
ENSG00000264500,248826377,248826443,67
ENSG00000202025,186311825,186311928,104
ENSG00000225545,170587249,170588236,988
ENSG00000206990,165662585,165662687,103
ENSG00000230175,165671256,165671725,470
ENSG00000225272,165676310,165676781,472
ENSG00000273365,165706556,165707284,729
ENSG00000230659,165819353,165819787,435
ENSG00000162545,20482391,20486210,3820
ENSG00000090432,20499448,20508151,8704
ENSG00000215520,20525989,20526751,763
ENSG00000183114,20552573,20555020,2448
ENSG00000158825,20589086,20618903,29818
ENSG00000158828,20633458,20651511,18054
ENSG00000284005,20633679,20633788,110
ENSG00000117242,20642657,20652193,9537
ENSG00000234473,192993449,192994677,1229
ENSG00000238754,193057281,193057415,135
ENSG00000221680,193136503,193136583,81
ENSG00000162630,193178730,193186613,7884
ENSG00000276735,193236794,193237107,314
ENSG00000229639,69433255,69435409,2155
ENSG00000287453,69551848,69563715,11868
ENSG00000270615,69606855,69608301,1447
ENSG00000287283,69706950,69710274,3325
ENSG00000240692,69879592,69879895,304
ENSG00000237919,70013982,70031222,17241
ENSG00000066557,70144805,70205579,60775
ENSG00000244389,70180144,70180440,297
ENSG00000228988,70218589,70221023,2435
ENSG00000118454,70258999,70354734,95736
ENSG00000116761,70411218,70439851,28634
ENSG00000278636,70430896,70431178,283
ENSG00000271992,70445071,70445536,466
ENSG00000237033,70660657,70661265,609
ENSG00000007968,23506438,23531233,24796
ENSG00000117318,23557926,23559501,1576
ENSG00000229239,23670294,23680259,9966
ENSG00000142676,23691742,23696835,5094
ENSG00000057757,23778418,23788232,9815
ENSG00000117308,23795599,23800781,5183
ENSG00000273844,196970495,196970671,177
ENSG00000235748,197138748,197139307,560
ENSG00000221879,197363817,197364078,262
ENSG00000230260,197437976,197447469,9494
ENSG00000199241,240698320,240698429,110
ENSG00000223963,240769420,240771534,2115
ENSG00000215802,240823006,240823433,428
ENSG00000233615,240919653,240920609,957
ENSG00000238085,240998451,240998794,344
ENSG00000265831,241132272,241132346,75
ENSG00000224348,241305580,241305882,303
ENSG00000287738,241453751,241484995,31245
ENSG00000132703,159587826,159588865,1040
ENSG00000276632,159649151,159649620,470
ENSG00000223603,159704983,159705607,625
ENSG00000132693,159712289,159714589,2301
ENSG00000235226,159759170,159759589,420
ENSG00000158716,159780932,159782543,1612
ENSG00000181036,159800511,159816257,15747
ENSG00000158714,159826811,159837492,10682
ENSG00000212161,159851906,159851972,67
ENSG00000243284,159854316,159862657,8342
ENSG00000213085,159872364,159900165,27802
ENSG00000266458,159899979,159900079,101
ENSG00000287040,159900475,159903431,2957
ENSG00000279430,159910094,159910554,461
ENSG00000162723,159951492,159954237,2746
ENSG00000273933,159972548,159974064,1517
ENSG00000256029,159834474,159873053,38580
ENSG00000188004,159834480,159855071,20592
ENSG00000266580,31758660,31758735,76
ENSG00000254545,31789130,31791322,2193
ENSG00000269967,31851913,31921841,69929
ENSG00000228634,31933020,31933975,956
ENSG00000284702,31972189,31987034,14846
ENSG00000221040,116278606,116278821,216
ENSG00000163399,116372668,116410261,37594
ENSG00000212385,116413766,116413869,104
ENSG00000200547,116452536,116452627,92
ENSG00000224950,116493016,116499212,6197
ENSG00000177888,197153682,197201293,47612
ENSG00000243364,155063737,155069553,5817
ENSG00000251246,155063748,155086807,23060
ENSG00000143590,155078837,155087538,8702
ENSG00000202027,155120490,155120598,109
ENSG00000169242,155127876,155134899,7024
ENSG00000169241,155135344,155138857,3514
ENSG00000223452,155148544,155148813,270
ENSG00000163463,155169408,155173475,4068
ENSG00000273088,155169409,155187272,17864
ENSG00000284586,155195177,155195272,96
ENSG00000169231,155195588,155209051,13464
ENSG00000177628,155234452,155244699,10248
ENSG00000143630,155277463,155289848,12386
ENSG00000143627,155289293,155301438,12146
ENSG00000253074,67196140,67196243,104
ENSG00000252116,67267601,67267726,126
ENSG00000228523,67278052,67278779,728
ENSG00000223263,67417214,67417318,105
ENSG00000207504,67541127,67541233,107
ENSG00000238139,67561073,67561446,374
ENSG00000197721,207645113,207738416,93304
ENSG00000244703,207645234,207657410,12177
ENSG00000226289,207658454,207659142,689
ENSG00000285239,207709024,207711508,2485
ENSG00000234219,207762584,207763263,680
ENSG00000174059,207880972,207911402,30431
ENSG00000158731,159598298,159599227,930
ENSG00000201746,10163268,10163374,107
ENSG00000264881,10227718,10227803,86
ENSG00000199562,10298966,10299072,107
ENSG00000264501,10306465,10306757,293
ENSG00000284735,10381906,10387150,5245
ENSG00000284642,10395416,10397432,2017
ENSG00000142657,10398592,10420511,21920
ENSG00000271989,10429881,10430677,797
ENSG00000251503,10430102,10452153,22052
ENSG00000175279,10430433,10442808,12376
ENSG00000160049,10456522,10472529,16008
ENSG00000203469,10458555,10459338,784
ENSG00000236035,203656969,203657760,792
ENSG00000221643,203729581,203729705,125
ENSG00000227417,203805621,203806263,643
ENSG00000223505,203835585,203835912,328
ENSG00000182004,203861599,203871152,9554
ENSG00000236430,203872574,203874187,1614
ENSG00000130768,27935000,27959157,24158
ENSG00000227050,27938875,27960193,21319
ENSG00000238231,27990158,27990524,367
ENSG00000240750,28031884,28032180,297
ENSG00000158156,27959588,27968093,8506
ENSG00000182118,231018958,231040254,21297
ENSG00000283799,231019828,231019924,97
ENSG00000227934,231021611,231022183,573
ENSG00000229595,231117831,231118325,495
ENSG00000143633,231223763,231241187,17425
ENSG00000281912,45303910,45305619,1710
ENSG00000288208,45329262,45491155,161894
ENSG00000132773,45340052,45343973,3922
ENSG00000070759,45343883,45491163,147281
ENSG00000236872,45415020,45415344,325
ENSG00000280670,45493866,45500079,6214
ENSG00000132763,45500300,45513382,13083
ENSG00000226164,247119669,247120278,610
ENSG00000224014,247175256,247175525,270
ENSG00000215795,247183813,247185482,1670
ENSG00000259865,247187281,247188526,1246
ENSG00000283881,247201967,247202060,94
ENSG00000252516,247204570,247204661,92
ENSG00000214144,247229940,247231880,1941
ENSG00000235818,247236868,247237957,1090
ENSG00000202079,247294835,247294941,107
ENSG00000169224,247507058,247577690,70633
ENSG00000177489,247588360,247589313,954
ENSG00000177476,247605586,247606515,930
ENSG00000283369,247607126,247607201,76
ENSG00000230411,247666887,247667841,955
ENSG00000251977,8292157,8292263,107
ENSG00000252254,8328067,8328179,113
ENSG00000227854,239052748,239052903,156
ENSG00000215805,239972787,239974245,1459
ENSG00000228818,240142670,240145389,2720
ENSG00000202041,240154651,240154772,122
ENSG00000223694,240170155,240171291,1137
ENSG00000233735,240177839,240179644,1806
ENSG00000133019,239386565,239915452,528888
ENSG00000162636,108560089,108644900,84812
ENSG00000162639,108648290,108661526,13237
ENSG00000134186,108692310,108702928,10619
ENSG00000143107,108712908,108742749,29842
ENSG00000232971,108734256,108734725,470
ENSG00000116266,108746674,108809523,62850
ENSG00000228076,108766841,108767584,744
ENSG00000237349,108986963,108987245,283
ENSG00000244716,108992282,108992836,555
ENSG00000228665,109030067,109030319,253
ENSG00000228054,109046828,109047482,655
ENSG00000273382,109087971,109090858,2888
ENSG00000215717,109090764,109096934,6171
ENSG00000278249,109100193,109100612,420
ENSG00000251484,109103535,109104766,1232
ENSG00000132676,155687960,155739010,51051
ENSG00000227673,155710098,155710563,466
ENSG00000234937,155845367,155846624,1258
ENSG00000132718,155859567,155885199,25633
ENSG00000283442,155894281,155894386,106
ENSG00000132680,155913045,155934413,21369
ENSG00000207475,155919909,155920045,137
ENSG00000280466,155925958,155926085,128
ENSG00000281394,155925958,155926086,129
ENSG00000277817,155951273,155951336,64
ENSG00000224276,155991390,156001787,10398
ENSG00000163479,156009048,156020951,11904
ENSG00000160803,156035299,156053798,18500
ENSG00000132698,156061160,156070504,9345
ENSG00000252236,156192063,156192203,141
ENSG00000260238,156212982,156243332,30351
ENSG00000242252,156242184,156243317,1134
ENSG00000198952,156249224,156282825,33602
ENSG00000163472,156282935,156293185,10251
ENSG00000163468,156308968,156367873,58906
ENSG00000132677,156369211,156385219,16009
ENSG00000207933,156420341,156420429,89
ENSG00000254726,156072013,156082465,10453
ENSG00000186377,47023669,47050751,27083
ENSG00000186160,47067231,47118318,51088
ENSG00000225154,47074778,47075979,1202
ENSG00000225514,47164510,47165920,1411
ENSG00000162366,47183582,47191044,7463
ENSG00000226252,47225797,47230750,4954
ENSG00000186790,47416285,47418052,1768
ENSG00000237424,47432133,47434641,2509
ENSG00000189030,156298624,156299307,684
ENSG00000162763,165544000,165563957,19958
ENSG00000143061,116574399,116667755,93357
ENSG00000203740,170145959,170168866,22908
ENSG00000162374,50024029,50203772,179744
ENSG00000168275,234373456,234385080,11625
ENSG00000241563,10450031,10451998,1968
ENSG00000153207,246839098,246931948,92851
ENSG00000156869,99703970,99766635,62666
ENSG00000033122,69567922,70151945,584024
ENSG00000143278,197038741,197067260,28520
ENSG00000116678,65420652,65641559,220908
ENSG00000159352,151254709,151267479,12771
ENSG00000158710,159918107,159925507,7401
ENSG00000049239,9234774,9271337,36564
ENSG00000186564,47438044,47440691,2648
ENSG00000244038,20651767,20661544,9778
ENSG00000116690,186296279,186314567,18289
ENSG00000126091,43705824,43931165,225342
ENSG00000171163,248850006,248859144,9139
ENSG00000172456,59296638,59810647,514010
ENSG00000158786,20139323,20150381,11059
ENSG00000118733,101802560,101996926,194367
ENSG00000157870,2586491,2591469,4979
ENSG00000179085,155139891,155140595,705
ENSG00000173080,155941638,155943087,1450
ENSG00000276470,11843812,11843984,173
ENSG00000278852,11845549,11845697,149
ENSG00000275915,11847442,11847549,108
ENSG00000120937,11857464,11858945,1482
ENSG00000224904,11877770,11880406,2637
ENSG00000199347,11908152,11908271,120
ENSG00000201801,11909808,11909927,120
ENSG00000083444,11934205,11975538,41334
ENSG00000287384,11979533,11980127,595
ENSG00000270914,12017216,12017308,93
ENSG00000116691,12019466,12032045,12580
ENSG00000202461,12024012,12024124,113
ENSG00000276869,12029158,12029222,65
ENSG00000243539,12036740,12037014,275
ENSG00000120949,12063303,12144207,80905
ENSG00000201135,12077881,12077984,104
ENSG00000227875,12080293,12080547,255
