protein1,protein2,combined_score,protein1_original_name,protein2_original_name
9606.ENSP00000366283,9606.ENSP00000467537,275,SLITRK5,PTPRS
9606.ENSP00000366288,9606.ENSP00000467537,854,SLITRK1,PTPRS
9606.ENSP00000366307,9606.ENSP00000293879,171,THBD,WDR90
9606.ENSP00000366395,9606.ENSP00000384018,292,SYVN1,NCOR2
9606.ENSP00000366396,9606.ENSP00000435389,292,XRN2,PLEKHA7
9606.ENSP00000366402,9606.ENSP00000293879,265,C9orf135,WDR90
9606.ENSP00000366416,9606.ENSP00000385995,225,EDNRB,THADA
9606.ENSP00000366474,9606.ENSP00000257430,904,CTNNBIP1,APC
9606.ENSP00000366487,9606.ENSP00000265316,165,ARL5B,ABCB6
9606.ENSP00000366488,9606.ENSP00000390436,285,PRKACG,GLI2
9606.ENSP00000366525,9606.ENSP00000383145,161,FTL,SFI1
9606.ENSP00000366534,9606.ENSP00000424757,370,FOXH1,NEK1
9606.ENSP00000366557,9606.ENSP00000359454,378,CRNKL1,HFM1
9606.ENSP00000366563,9606.ENSP00000496129,317,PIK3CD,PRKCB
9606.ENSP00000366604,9606.ENSP00000435389,292,SF1,PLEKHA7
9606.ENSP00000366604,9606.ENSP00000384018,292,SF1,NCOR2
9606.ENSP00000366617,9606.ENSP00000384018,167,CBWD1,NCOR2
9606.ENSP00000366618,9606.ENSP00000365588,499,H2BC13,MDC1
9606.ENSP00000366618,9606.ENSP00000254846,214,H2BC13,KDM6B
9606.ENSP00000366618,9606.ENSP00000496129,161,H2BC13,PRKCB
9606.ENSP00000366654,9606.ENSP00000471457,161,CA6,MYO9B
9606.ENSP00000366679,9606.ENSP00000254846,245,H2AC12,KDM6B
9606.ENSP00000366694,9606.ENSP00000383737,165,KCTD12,DNAH14
9606.ENSP00000366746,9606.ENSP00000260197,284,STAM,SORL1
9606.ENSP00000366746,9606.ENSP00000385995,319,STAM,THADA
9606.ENSP00000366748,9606.ENSP00000313420,161,AUP1,PRKDC
9606.ENSP00000366757,9606.ENSP00000435389,292,LMO7,PLEKHA7
9606.ENSP00000366819,9606.ENSP00000313420,292,UCHL3,PRKDC
9606.ENSP00000366863,9606.ENSP00000435389,292,TBC1D4,PLEKHA7
9606.ENSP00000366915,9606.ENSP00000384018,292,KLF5,NCOR2
9606.ENSP00000366942,9606.ENSP00000453508,286,SLC36A3,TLN2
9606.ENSP00000366950,9606.ENSP00000200181,163,KRTAP9-2,ITGB4
9606.ENSP00000366955,9606.ENSP00000200181,161,KRTAP4-2,ITGB4
9606.ENSP00000366962,9606.ENSP00000254846,214,H2BC10,KDM6B
9606.ENSP00000366974,9606.ENSP00000254846,189,H4C2,KDM6B
9606.ENSP00000366998,9606.ENSP00000473469,360,SNX5,DENND4C
9606.ENSP00000366999,9606.ENSP00000254846,377,H3C4,KDM6B
9606.ENSP00000367022,9606.ENSP00000254846,245,H2AC6,KDM6B
9606.ENSP00000367022,9606.ENSP00000496129,161,H2AC6,PRKCB
9606.ENSP00000367024,9606.ENSP00000313420,165,NAA40,PRKDC
9606.ENSP00000367024,9606.ENSP00000348984,165,NAA40,SON
9606.ENSP00000367024,9606.ENSP00000377275,165,NAA40,GOLGB1
9606.ENSP00000367024,9606.ENSP00000424757,165,NAA40,NEK1
9606.ENSP00000367024,9606.ENSP00000269848,165,NAA40,PFKL
9606.ENSP00000367024,9606.ENSP00000234420,165,NAA40,MSH6
9606.ENSP00000367024,9606.ENSP00000341044,165,NAA40,ACACB
9606.ENSP00000367024,9606.ENSP00000441214,165,NAA40,USP36
9606.ENSP00000367024,9606.ENSP00000300231,165,NAA40,MAP1A
9606.ENSP00000367024,9606.ENSP00000325827,165,NAA40,SEC16A
9606.ENSP00000367024,9606.ENSP00000267622,165,NAA40,TRIP11
9606.ENSP00000367024,9606.ENSP00000267113,165,NAA40,ESYT1
9606.ENSP00000367024,9606.ENSP00000040738,165,NAA40,BOD1L1
9606.ENSP00000367028,9606.ENSP00000435389,292,TCOF1,PLEKHA7
9606.ENSP00000367028,9606.ENSP00000293879,171,TCOF1,WDR90
9606.ENSP00000367030,9606.ENSP00000234420,212,TRDMT1,MSH6
9606.ENSP00000367034,9606.ENSP00000254846,189,H4C3,KDM6B
9606.ENSP00000367038,9606.ENSP00000435389,292,RRBP1,PLEKHA7
9606.ENSP00000367049,9606.ENSP00000371308,900,MZT1,CENPJ
9606.ENSP00000367050,9606.ENSP00000265909,183,RTN3,SNX19
9606.ENSP00000367123,9606.ENSP00000435389,292,SLC3A2,PLEKHA7
9606.ENSP00000367123,9606.ENSP00000270583,297,SLC3A2,KLHDC4
9606.ENSP00000367154,9606.ENSP00000453508,394,RSU1,TLN2
9606.ENSP00000367154,9606.ENSP00000420213,526,RSU1,FLNB
9606.ENSP00000367197,9606.ENSP00000471457,158,SCGN,MYO9B
9606.ENSP00000367197,9606.ENSP00000377275,282,SCGN,GOLGB1
9606.ENSP00000367197,9606.ENSP00000293879,190,SCGN,WDR90
9606.ENSP00000367197,9606.ENSP00000267113,351,SCGN,ESYT1
9606.ENSP00000367202,9606.ENSP00000257430,360,RECK,APC
9606.ENSP00000367203,9606.ENSP00000254846,540,KDM6A,KDM6B
9606.ENSP00000367203,9606.ENSP00000293879,294,KDM6A,WDR90
9606.ENSP00000367203,9606.ENSP00000040738,319,KDM6A,BOD1L1
9606.ENSP00000367208,9606.ENSP00000435389,292,SUGT1,PLEKHA7
9606.ENSP00000367208,9606.ENSP00000293879,356,SUGT1,WDR90
9606.ENSP00000367214,9606.ENSP00000386331,800,GRXCR2,MYO7A
9606.ENSP00000367220,9606.ENSP00000435389,292,ACTR2,PLEKHA7
9606.ENSP00000367220,9606.ENSP00000471457,499,ACTR2,MYO9B
9606.ENSP00000367220,9606.ENSP00000363435,420,ACTR2,ITPR3
9606.ENSP00000367239,9606.ENSP00000313420,211,PTER,PRKDC
9606.ENSP00000367263,9606.ENSP00000435389,292,AHNAK,PLEKHA7
9606.ENSP00000367263,9606.ENSP00000420213,227,AHNAK,FLNB
9606.ENSP00000367263,9606.ENSP00000293879,171,AHNAK,WDR90
9606.ENSP00000367263,9606.ENSP00000340510,939,AHNAK,PPL
9606.ENSP00000367263,9606.ENSP00000325827,193,AHNAK,SEC16A
9606.ENSP00000367265,9606.ENSP00000265909,156,CKAP4,SNX19
9606.ENSP00000367265,9606.ENSP00000435389,292,CKAP4,PLEKHA7
9606.ENSP00000367265,9606.ENSP00000267113,161,CKAP4,ESYT1
9606.ENSP00000367276,9606.ENSP00000371308,165,CKAP2,CENPJ
9606.ENSP00000367284,9606.ENSP00000300231,876,FUNDC1,MAP1A
9606.ENSP00000367299,9606.ENSP00000254846,154,VPS36,KDM6B
9606.ENSP00000367316,9606.ENSP00000453508,650,ITGA8,TLN2
9606.ENSP00000367316,9606.ENSP00000265131,499,ITGA8,TNC
9606.ENSP00000367316,9606.ENSP00000420213,650,ITGA8,FLNB
9606.ENSP00000367316,9606.ENSP00000200181,741,ITGA8,ITGB4
9606.ENSP00000367398,9606.ENSP00000420213,393,NPHP4,FLNB
9606.ENSP00000367398,9606.ENSP00000448012,693,NPHP4,CEP290
9606.ENSP00000367406,9606.ENSP00000348842,163,TAF2,EML6
9606.ENSP00000367406,9606.ENSP00000296266,163,TAF2,IFT122
9606.ENSP00000367476,9606.ENSP00000371308,402,CEP104,CENPJ
9606.ENSP00000367527,9606.ENSP00000365588,499,DCLRE1C,MDC1
9606.ENSP00000367527,9606.ENSP00000234420,900,DCLRE1C,MSH6
9606.ENSP00000367527,9606.ENSP00000313420,999,DCLRE1C,PRKDC
9606.ENSP00000367564,9606.ENSP00000359454,243,C19orf54,HFM1
9606.ENSP00000367623,9606.ENSP00000293879,181,HSPA14,WDR90
9606.ENSP00000367629,9606.ENSP00000296266,224,ARHGEF16,IFT122
9606.ENSP00000367686,9606.ENSP00000200181,163,PAK5,ITGB4
9606.ENSP00000367705,9606.ENSP00000384018,368,BCOR,NCOR2
9606.ENSP00000367705,9606.ENSP00000341044,292,BCOR,ACACB
9606.ENSP00000367705,9606.ENSP00000325827,165,BCOR,SEC16A
9606.ENSP00000367705,9606.ENSP00000390436,292,BCOR,GLI2
9606.ENSP00000367787,9606.ENSP00000365588,439,LIG3,MDC1
9606.ENSP00000367787,9606.ENSP00000313420,428,LIG3,PRKDC
9606.ENSP00000367792,9606.ENSP00000285928,177,MORN1,LRGUK
9606.ENSP00000367792,9606.ENSP00000501092,229,MORN1,TFAP2A
9606.ENSP00000367792,9606.ENSP00000221419,292,MORN1,HNRNPL
9606.ENSP00000367797,9606.ENSP00000384018,630,SKI,NCOR2
9606.ENSP00000367797,9606.ENSP00000313420,292,SKI,PRKDC
9606.ENSP00000367797,9606.ENSP00000390436,292,SKI,GLI2
9606.ENSP00000367797,9606.ENSP00000200181,292,SKI,ITGB4
9606.ENSP00000367806,9606.ENSP00000348984,186,RPS16,SON
9606.ENSP00000367806,9606.ENSP00000381364,190,RPS16,CABIN1
9606.ENSP00000367806,9606.ENSP00000267113,163,RPS16,ESYT1
9606.ENSP00000367806,9606.ENSP00000216361,190,RPS16,COCH
9606.ENSP00000367806,9606.ENSP00000382323,190,RPS16,OTOG
9606.ENSP00000367806,9606.ENSP00000376543,190,RPS16,TECTA
9606.ENSP00000367817,9606.ENSP00000293879,171,PODXL,WDR90
9606.ENSP00000367830,9606.ENSP00000234420,292,PRKCZ,MSH6
9606.ENSP00000367835,9606.ENSP00000359454,243,PRPF18,HFM1
9606.ENSP00000367841,9606.ENSP00000383737,245,DYNLT3,DNAH14
9606.ENSP00000367841,9606.ENSP00000374045,245,DYNLT3,DNAH6
9606.ENSP00000367841,9606.ENSP00000254579,245,DYNLT3,DNHD1
9606.ENSP00000367872,9606.ENSP00000496129,292,GNB1,PRKCB
9606.ENSP00000367872,9606.ENSP00000435389,292,GNB1,PLEKHA7
9606.ENSP00000367888,9606.ENSP00000359571,161,LRP4,CXorf66
9606.ENSP00000367888,9606.ENSP00000270235,161,LRP4,NTN5
9606.ENSP00000367888,9606.ENSP00000158009,165,LRP4,FNDC8
9606.ENSP00000367888,9606.ENSP00000342818,198,LRP4,ZNF669
9606.ENSP00000367888,9606.ENSP00000450962,161,LRP4,EMX2
9606.ENSP00000367888,9606.ENSP00000324064,302,LRP4,ZNF354C
9606.ENSP00000367888,9606.ENSP00000335557,292,LRP4,SLX4IP
9606.ENSP00000367888,9606.ENSP00000379208,165,LRP4,ZNF248
9606.ENSP00000367888,9606.ENSP00000350295,302,LRP4,ZNF816
9606.ENSP00000367888,9606.ENSP00000410798,175,LRP4,FCGRT
9606.ENSP00000367888,9606.ENSP00000369962,165,LRP4,IGSF5
9606.ENSP00000367888,9606.ENSP00000331242,260,LRP4,KREMEN1
9606.ENSP00000367888,9606.ENSP00000293725,311,LRP4,ZNF563
9606.ENSP00000367888,9606.ENSP00000385828,161,LRP4,TST
9606.ENSP00000367888,9606.ENSP00000485228,365,LRP4,ZSCAN26
9606.ENSP00000367888,9606.ENSP00000225519,163,LRP4,SHPK
9606.ENSP00000367888,9606.ENSP00000368678,997,LRP4,AGRN
9606.ENSP00000367888,9606.ENSP00000221233,190,LRP4,EXOSC5
9606.ENSP00000367888,9606.ENSP00000498437,187,LRP4,ZFP41
9606.ENSP00000367888,9606.ENSP00000354623,229,LRP4,WHRN
9606.ENSP00000367888,9606.ENSP00000215570,161,LRP4,TIMM13
9606.ENSP00000367888,9606.ENSP00000265441,200,LRP4,WNT2
9606.ENSP00000367888,9606.ENSP00000283937,292,LRP4,PID1
9606.ENSP00000367888,9606.ENSP00000410042,163,LRP4,BRD1
9606.ENSP00000367888,9606.ENSP00000363571,995,LRP4,MUSK
9606.ENSP00000367888,9606.ENSP00000302603,303,LRP4,ZNF556
9606.ENSP00000367888,9606.ENSP00000256759,165,LRP4,FST
9606.ENSP00000367888,9606.ENSP00000337368,303,LRP4,ZNF224
9606.ENSP00000367888,9606.ENSP00000365486,163,LRP4,DEFB123
9606.ENSP00000367888,9606.ENSP00000363827,275,LRP4,HSPG2
9606.ENSP00000367888,9606.ENSP00000297591,292,LRP4,VIRMA
9606.ENSP00000367888,9606.ENSP00000369739,161,LRP4,BPHL
9606.ENSP00000367888,9606.ENSP00000460236,226,LRP4,SPON1
9606.ENSP00000367888,9606.ENSP00000403888,292,LRP4,DISC1
9606.ENSP00000367888,9606.ENSP00000420418,216,LRP4,ZNF398
9606.ENSP00000367888,9606.ENSP00000289416,165,LRP4,ACSM3
9606.ENSP00000367888,9606.ENSP00000301691,588,LRP4,SOST
9606.ENSP00000367888,9606.ENSP00000258381,163,LRP4,SP110
9606.ENSP00000367888,9606.ENSP00000306756,165,LRP4,ZNF584
9606.ENSP00000367888,9606.ENSP00000245932,231,LRP4,VASP
9606.ENSP00000367888,9606.ENSP00000497444,200,LRP4,LRPAP1
9606.ENSP00000367888,9606.ENSP00000309606,192,LRP4,ZNF408
9606.ENSP00000367888,9606.ENSP00000302455,161,LRP4,ZNF17
9606.ENSP00000367888,9606.ENSP00000390232,236,LRP4,ZBBX
9606.ENSP00000367888,9606.ENSP00000272233,163,LRP4,RHOB
9606.ENSP00000367888,9606.ENSP00000428966,354,LRP4,ZFP41-2
9606.ENSP00000367888,9606.ENSP00000411145,163,LRP4,FEZF1
9606.ENSP00000367888,9606.ENSP00000346964,201,LRP4,EGFLAM
9606.ENSP00000367888,9606.ENSP00000405289,173,LRP4,ZNF778
9606.ENSP00000367888,9606.ENSP00000340132,165,LRP4,ZNF383
9606.ENSP00000367888,9606.ENSP00000278314,302,LRP4,ZNF214
9606.ENSP00000367888,9606.ENSP00000340841,365,LRP4,ZNF621
9606.ENSP00000367888,9606.ENSP00000380321,271,LRP4,TULP3
9606.ENSP00000367888,9606.ENSP00000341528,165,LRP4,ZNF34
9606.ENSP00000367888,9606.ENSP00000284981,674,LRP4,APP
9606.ENSP00000367888,9606.ENSP00000253144,224,LRP4,ZNF331
9606.ENSP00000367888,9606.ENSP00000464145,315,LRP4,GDF10
9606.ENSP00000367888,9606.ENSP00000345773,365,LRP4,BEND7
9606.ENSP00000367888,9606.ENSP00000363081,190,LRP4,DKK1
9606.ENSP00000367888,9606.ENSP00000458130,161,LRP4,GOLGA8G
9606.ENSP00000367888,9606.ENSP00000359904,193,LRP4,TYW3
9606.ENSP00000367888,9606.ENSP00000304422,183,LRP4,KREMEN2
9606.ENSP00000367893,9606.ENSP00000435389,292,SEPHS1,PLEKHA7
9606.ENSP00000368017,9606.ENSP00000313420,173,ZFC3H1,PRKDC
9606.ENSP00000368022,9606.ENSP00000394888,192,OPTN,DOCK8
9606.ENSP00000368022,9606.ENSP00000300231,455,OPTN,MAP1A
9606.ENSP00000368030,9606.ENSP00000290607,292,ATAD3A,STARD9
9606.ENSP00000368100,9606.ENSP00000234420,286,RAD50,MSH6
9606.ENSP00000368100,9606.ENSP00000365588,784,RAD50,MDC1
9606.ENSP00000368164,9606.ENSP00000234420,193,MCM8,MSH6
9606.ENSP00000368166,9606.ENSP00000257430,962,DVL1,APC
9606.ENSP00000368166,9606.ENSP00000374507,977,DVL1,CCDC88C
9606.ENSP00000368237,9606.ENSP00000267113,418,ATL2,ESYT1
9606.ENSP00000368253,9606.ENSP00000384018,676,NR0B1,NCOR2
9606.ENSP00000368265,9606.ENSP00000260197,405,CNTFR,SORL1
9606.ENSP00000368278,9606.ENSP00000467537,703,IL1RAPL1,PTPRS
9606.ENSP00000368314,9606.ENSP00000222399,327,NRCAM,LAMB1
9606.ENSP00000368314,9606.ENSP00000265709,971,NRCAM,ANK1
9606.ENSP00000368332,9606.ENSP00000325827,163,ARX,SEC16A
9606.ENSP00000368341,9606.ENSP00000340510,304,RBM24,PPL
9606.ENSP00000368450,9606.ENSP00000219476,224,CD83,TSC2
9606.ENSP00000368450,9606.ENSP00000385995,209,CD83,THADA
9606.ENSP00000368458,9606.ENSP00000313420,465,PCNA,PRKDC
9606.ENSP00000368458,9606.ENSP00000257430,292,PCNA,APC
9606.ENSP00000368458,9606.ENSP00000234420,887,PCNA,MSH6
9606.ENSP00000368458,9606.ENSP00000435389,292,PCNA,PLEKHA7
9606.ENSP00000368459,9606.ENSP00000300231,189,NUFIP1,MAP1A
9606.ENSP00000368544,9606.ENSP00000216361,624,VIT,COCH
9606.ENSP00000368547,9606.ENSP00000424757,555,FEZ2,NEK1
9606.ENSP00000368589,9606.ENSP00000370196,341,GFOD1,SBF1
9606.ENSP00000368632,9606.ENSP00000384018,196,GATA3,NCOR2
9606.ENSP00000368664,9606.ENSP00000453508,527,RGCC,TLN2
9606.ENSP00000368678,9606.ENSP00000467537,939,AGRN,PTPRS
9606.ENSP00000368678,9606.ENSP00000493594,292,AGRN,MYH14
9606.ENSP00000368678,9606.ENSP00000424226,292,AGRN,TENM3
9606.ENSP00000368678,9606.ENSP00000260197,218,AGRN,SORL1
9606.ENSP00000368678,9606.ENSP00000264187,930,AGRN,NID1
9606.ENSP00000368678,9606.ENSP00000367888,997,AGRN,LRP4
9606.ENSP00000368678,9606.ENSP00000420213,292,AGRN,FLNB
9606.ENSP00000368678,9606.ENSP00000222399,499,AGRN,LAMB1
9606.ENSP00000368678,9606.ENSP00000384018,292,AGRN,NCOR2
9606.ENSP00000368686,9606.ENSP00000384018,292,E2F4,NCOR2
9606.ENSP00000368720,9606.ENSP00000293879,171,PLEKHN1,WDR90
9606.ENSP00000368759,9606.ENSP00000453508,154,NEDD9,TLN2
9606.ENSP00000368759,9606.ENSP00000486901,986,NEDD9,MICAL1
9606.ENSP00000368766,9606.ENSP00000470152,457,ADRA1D,DTNA
9606.ENSP00000368831,9606.ENSP00000473469,360,SNX2,DENND4C
9606.ENSP00000368831,9606.ENSP00000365908,575,SNX2,PRUNE2
9606.ENSP00000368856,9606.ENSP00000374507,292,NFX1,CCDC88C
9606.ENSP00000368856,9606.ENSP00000313420,292,NFX1,PRKDC
9606.ENSP00000368880,9606.ENSP00000219476,517,FOXO1,TSC2
9606.ENSP00000368881,9606.ENSP00000435389,292,KIN,PLEKHA7
9606.ENSP00000368931,9606.ENSP00000293879,171,CCDC112,WDR90
9606.ENSP00000368959,9606.ENSP00000265909,161,REEP5,SNX19
9606.ENSP00000368959,9606.ENSP00000267113,485,REEP5,ESYT1
9606.ENSP00000368959,9606.ENSP00000294618,194,REEP5,DOCK6
9606.ENSP00000368964,9606.ENSP00000435389,292,MAP7D2,PLEKHA7
9606.ENSP00000368966,9606.ENSP00000363435,742,TRPC3,ITPR3
9606.ENSP00000368982,9606.ENSP00000325827,292,KATNB1,SEC16A
9606.ENSP00000369071,9606.ENSP00000265131,303,POSTN,TNC
9606.ENSP00000369071,9606.ENSP00000356791,440,POSTN,DPT
9606.ENSP00000369127,9606.ENSP00000346643,165,DNAJA1,HKDC1
9606.ENSP00000369127,9606.ENSP00000385995,165,DNAJA1,THADA
9606.ENSP00000369127,9606.ENSP00000435389,300,DNAJA1,PLEKHA7
9606.ENSP00000369127,9606.ENSP00000296266,163,DNAJA1,IFT122
9606.ENSP00000369127,9606.ENSP00000263088,189,DNAJA1,PLD2
9606.ENSP00000369127,9606.ENSP00000254846,292,DNAJA1,KDM6B
9606.ENSP00000369129,9606.ENSP00000336783,229,DSP,TNRC6C
9606.ENSP00000369129,9606.ENSP00000435389,292,DSP,PLEKHA7
9606.ENSP00000369129,9606.ENSP00000340510,813,DSP,PPL
9606.ENSP00000369131,9606.ENSP00000365588,439,SIN3B,MDC1
9606.ENSP00000369131,9606.ENSP00000395538,655,SIN3B,TNRC18
9606.ENSP00000369131,9606.ENSP00000384018,298,SIN3B,NCOR2
9606.ENSP00000369134,9606.ENSP00000435389,292,PDHA1,PLEKHA7
9606.ENSP00000369192,9606.ENSP00000384018,499,NRBP1,NCOR2
9606.ENSP00000369213,9606.ENSP00000496129,292,DDX58,PRKCB
9606.ENSP00000369213,9606.ENSP00000234420,321,DDX58,MSH6
9606.ENSP00000369317,9606.ENSP00000301015,235,KRT6A,PIEZO1
9606.ENSP00000369400,9606.ENSP00000293879,171,NHS,WDR90
9606.ENSP00000369424,9606.ENSP00000395538,219,RBBP7,TNRC18
9606.ENSP00000369442,9606.ENSP00000302728,911,KL,GUSB
9606.ENSP00000369497,9606.ENSP00000493594,292,BRCA2,MYH14
9606.ENSP00000369497,9606.ENSP00000313420,540,BRCA2,PRKDC
9606.ENSP00000369497,9606.ENSP00000340510,317,BRCA2,PPL
9606.ENSP00000369497,9606.ENSP00000234420,686,BRCA2,MSH6
9606.ENSP00000369497,9606.ENSP00000040738,361,BRCA2,BOD1L1
9606.ENSP00000369497,9606.ENSP00000365588,462,BRCA2,MDC1
9606.ENSP00000369531,9606.ENSP00000254846,179,UBQLNL,KDM6B
9606.ENSP00000369538,9606.ENSP00000435389,292,GDI2,PLEKHA7
9606.ENSP00000369545,9606.ENSP00000371308,165,NABP2,CENPJ
9606.ENSP00000369611,9606.ENSP00000470152,325,SPZ1,DTNA
9606.ENSP00000369611,9606.ENSP00000293879,171,SPZ1,WDR90
9606.ENSP00000369614,9606.ENSP00000336783,420,CNTROB,TNRC6C
9606.ENSP00000369643,9606.ENSP00000265316,208,GRPR,ABCB6
9606.ENSP00000369677,9606.ENSP00000264187,542,EMILIN1,NID1
9606.ENSP00000369677,9606.ENSP00000200181,540,EMILIN1,ITGB4
9606.ENSP00000369677,9606.ENSP00000222399,540,EMILIN1,LAMB1
9606.ENSP00000369677,9606.ENSP00000471457,161,EMILIN1,MYO9B
9606.ENSP00000369677,9606.ENSP00000265131,360,EMILIN1,TNC
9606.ENSP00000369681,9606.ENSP00000384018,177,USP3,NCOR2
9606.ENSP00000369689,9606.ENSP00000293879,190,CALML5,WDR90
9606.ENSP00000369689,9606.ENSP00000420213,325,CALML5,FLNB
9606.ENSP00000369689,9606.ENSP00000471457,158,CALML5,MYO9B
9606.ENSP00000369689,9606.ENSP00000386331,566,CALML5,MYO7A
9606.ENSP00000369689,9606.ENSP00000401513,446,CALML5,STRC
9606.ENSP00000369689,9606.ENSP00000363435,322,CALML5,ITPR3
9606.ENSP00000369689,9606.ENSP00000265709,475,CALML5,ANK1
9606.ENSP00000369689,9606.ENSP00000381364,548,CALML5,CABIN1
9606.ENSP00000369689,9606.ENSP00000495242,178,CALML5,MYO15B
9606.ENSP00000369689,9606.ENSP00000493594,156,CALML5,MYH14
9606.ENSP00000369702,9606.ENSP00000383737,169,LHFPL2,DNAH14
9606.ENSP00000369703,9606.ENSP00000293879,365,TUBB2A,WDR90
9606.ENSP00000369703,9606.ENSP00000371308,905,TUBB2A,CENPJ
9606.ENSP00000369716,9606.ENSP00000234420,292,CHD3,MSH6
9606.ENSP00000369716,9606.ENSP00000313420,292,CHD3,PRKDC
9606.ENSP00000369716,9606.ENSP00000384018,161,CHD3,NCOR2
9606.ENSP00000369716,9606.ENSP00000441214,292,CHD3,USP36
9606.ENSP00000369739,9606.ENSP00000367888,161,BPHL,LRP4
9606.ENSP00000369757,9606.ENSP00000381364,190,RPS6,CABIN1
9606.ENSP00000369757,9606.ENSP00000216361,190,RPS6,COCH
9606.ENSP00000369757,9606.ENSP00000441214,171,RPS6,USP36
9606.ENSP00000369757,9606.ENSP00000376543,190,RPS6,TECTA
9606.ENSP00000369757,9606.ENSP00000382323,190,RPS6,OTOG
9606.ENSP00000369784,9606.ENSP00000293879,375,TUBAL3,WDR90
9606.ENSP00000369798,9606.ENSP00000346643,165,UCN3,HKDC1
9606.ENSP00000369857,9606.ENSP00000365588,709,ABRAXAS1,MDC1
9606.ENSP00000369860,9606.ENSP00000493594,292,MOSPD2,MYH14
9606.ENSP00000369871,9606.ENSP00000448012,528,HAUS6,CEP290
9606.ENSP00000369871,9606.ENSP00000383145,499,HAUS6,SFI1
9606.ENSP00000369871,9606.ENSP00000371308,525,HAUS6,CENPJ
9606.ENSP00000369889,9606.ENSP00000363840,943,COL2A1,COL11A2
9606.ENSP00000369889,9606.ENSP00000216361,405,COL2A1,COCH
9606.ENSP00000369889,9606.ENSP00000219476,254,COL2A1,TSC2
9606.ENSP00000369895,9606.ENSP00000435389,292,GEMIN8,PLEKHA7
9606.ENSP00000369899,9606.ENSP00000219476,457,RRAGA,TSC2
9606.ENSP00000369915,9606.ENSP00000471457,192,NAP1L4,MYO9B
9606.ENSP00000369962,9606.ENSP00000367888,165,IGSF5,LRP4
9606.ENSP00000369965,9606.ENSP00000363435,292,BTF3,ITPR3
9606.ENSP00000369965,9606.ENSP00000325827,292,BTF3,SEC16A
9606.ENSP00000369965,9606.ENSP00000493594,292,BTF3,MYH14
9606.ENSP00000369965,9606.ENSP00000222399,292,BTF3,LAMB1
9606.ENSP00000369965,9606.ENSP00000313420,292,BTF3,PRKDC
9606.ENSP00000369965,9606.ENSP00000420213,292,BTF3,FLNB
9606.ENSP00000369976,9606.ENSP00000260197,212,EGFL6,SORL1
9606.ENSP00000369976,9606.ENSP00000293879,171,EGFL6,WDR90
9606.ENSP00000369996,9606.ENSP00000384018,200,ATXN3L,NCOR2
9606.ENSP00000369996,9606.ENSP00000363435,340,ATXN3L,ITPR3
9606.ENSP00000370003,9606.ENSP00000300231,863,BNIP3L,MAP1A
9606.ENSP00000370023,9606.ENSP00000435389,292,HADHA,PLEKHA7
9606.ENSP00000370023,9606.ENSP00000341044,252,HADHA,ACACB
9606.ENSP00000370083,9606.ENSP00000435389,292,SMN1,PLEKHA7
9606.ENSP00000370114,9606.ENSP00000348984,205,PSIP1,SON
9606.ENSP00000370115,9606.ENSP00000435389,292,SERPINB1,PLEKHA7
9606.ENSP00000370128,9606.ENSP00000371308,198,SLC7A1,CENPJ
9606.ENSP00000370139,9606.ENSP00000267113,165,HCCS,ESYT1
9606.ENSP00000370139,9606.ENSP00000397269,412,HCCS,FAM136A
9606.ENSP00000370193,9606.ENSP00000296266,234,TAF9,IFT122
9606.ENSP00000370193,9606.ENSP00000348842,234,TAF9,EML6
9606.ENSP00000370193,9606.ENSP00000390436,657,TAF9,GLI2
9606.ENSP00000370193,9606.ENSP00000384018,461,TAF9,NCOR2
9606.ENSP00000370196,9606.ENSP00000312318,196,SBF1,ZNRD2
9606.ENSP00000370196,9606.ENSP00000356093,307,SBF1,RHEX
9606.ENSP00000370196,9606.ENSP00000345752,983,SBF1,MTMR2
9606.ENSP00000370196,9606.ENSP00000256190,361,SBF1,SBF2
9606.ENSP00000370196,9606.ENSP00000308461,161,SBF1,RND1
9606.ENSP00000370196,9606.ENSP00000278198,231,SBF1,LRRC4C
9606.ENSP00000370196,9606.ENSP00000380321,292,SBF1,TULP3
9606.ENSP00000370196,9606.ENSP00000371219,161,SBF1,RHOH
9606.ENSP00000370196,9606.ENSP00000400175,161,SBF1,RHOA
9606.ENSP00000370196,9606.ENSP00000229340,200,SBF1,RAB35
9606.ENSP00000370196,9606.ENSP00000436786,350,SBF1,KMT2A
9606.ENSP00000370196,9606.ENSP00000365745,190,SBF1,CTTN
9606.ENSP00000370196,9606.ENSP00000354111,165,SBF1,DNAJC5
9606.ENSP00000370196,9606.ENSP00000325978,292,SBF1,LRRC31
9606.ENSP00000370196,9606.ENSP00000285208,372,SBF1,RAB6B
9606.ENSP00000370196,9606.ENSP00000393541,150,SBF1,IFT27
9606.ENSP00000370196,9606.ENSP00000370473,165,SBF1,IGFBP3
9606.ENSP00000370196,9606.ENSP00000406463,165,SBF1,DNAJC7
9606.ENSP00000370196,9606.ENSP00000257787,292,SBF1,AKIRIN2
9606.ENSP00000370196,9606.ENSP00000331736,305,SBF1,SELE
9606.ENSP00000370196,9606.ENSP00000338171,280,SBF1,SKAP1
9606.ENSP00000370196,9606.ENSP00000309591,441,SBF1,PRKACA
9606.ENSP00000370196,9606.ENSP00000346483,161,SBF1,DDRGK1
9606.ENSP00000370196,9606.ENSP00000497290,206,SBF1,CDH5
